GroupId,PassengerId,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_num,Cabin_side_P,Cabin_side_S,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
0008,02,False,True,False,True,False,True,False,False,False,False,False,False,1,True,False,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Altardr Flatic,True
0008,03,False,True,False,False,False,True,False,False,False,False,False,False,1,True,False,55 Cancri e,45.0,False,39.0,7295.0,589.0,110.0,124.0,Wezena Flatic,True
0009,01,False,False,True,False,False,False,False,False,False,True,False,False,1,True,False,TRAPPIST-1e,32.0,False,73.0,0.0,1123.0,0.0,113.0,Berers Barne,True
0010,01,True,False,False,False,False,False,False,False,False,False,True,False,1,False,True,TRAPPIST-1e,48.0,False,719.0,1.0,65.0,0.0,24.0,Reney Baketton,False
0011,01,True,False,False,False,False,False,False,False,False,True,False,False,2,True,False,TRAPPIST-1e,28.0,False,8.0,974.0,12.0,2.0,7.0,Elle Bertsontry,True
0012,01,True,False,False,False,False,False,False,False,False,True,False,False,82,False,True,TRAPPIST-1e,31.0,False,32.0,0.0,876.0,0.0,0.0,Justie Pooles,False
0014,01,False,False,True,False,False,False,False,False,False,True,False,False,3,True,False,55 Cancri e,27.0,False,1286.0,122.0,2.0,0.0,0.0,Flats Eccle,False
0015,01,True,False,False,False,False,False,False,False,False,True,False,False,4,True,False,55 Cancri e,24.0,False,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,False
0016,01,False,False,True,True,False,False,False,False,False,True,False,False,5,True,False,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,Alus Upead,True
0017,01,True,False,False,False,False,False,False,False,False,False,True,False,0,True,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,True
0017,02,True,False,False,False,False,False,False,False,False,True,False,False,6,True,False,55 Cancri e,14.0,False,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,False
0020,01,True,False,False,True,False,False,False,False,True,False,False,False,0,False,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,False
0020,02,True,False,False,True,False,False,False,False,True,False,False,False,0,False,True,55 Cancri e,49.0,False,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,False
0020,03,True,False,False,True,False,False,False,False,True,False,False,False,0,False,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Mollen Mcfaddennon,False
0020,04,True,False,False,False,False,False,False,False,True,False,False,False,0,False,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,True
0020,05,True,False,False,True,False,False,False,False,True,False,False,False,0,False,True,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Brantuarez,False
0020,06,True,False,False,False,False,False,False,False,True,False,False,False,0,False,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,False
0022,01,False,False,True,False,False,False,False,True,False,False,False,False,0,True,False,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,,False
0024,01,False,True,False,True,False,False,True,False,False,False,False,False,2,False,True,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,Penton Fullided,True
0025,01,True,False,False,False,False,False,False,False,False,True,False,False,6,False,True,TRAPPIST-1e,15.0,False,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,False
0026,01,False,True,False,False,False,False,True,False,False,False,False,False,0,True,False,55 Cancri e,34.0,False,22.0,6073.0,0.0,1438.0,328.0,Anyoni Unconary,False
0028,01,False,False,True,False,False,False,False,False,False,True,False,False,8,True,False,TRAPPIST-1e,43.0,False,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,False
0030,01,True,False,False,False,False,False,False,False,False,False,True,False,4,False,True,TRAPPIST-1e,32.0,False,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,False
0031,01,False,False,True,False,False,False,False,False,False,True,False,False,9,True,False,TRAPPIST-1e,47.0,False,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,True
0031,02,False,False,True,False,False,False,False,False,False,True,False,False,9,True,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Cinets Datie,True
0031,03,False,False,True,False,False,False,False,False,False,True,False,False,9,True,False,TRAPPIST-1e,20.0,False,3.0,0.0,1750.0,990.0,0.0,Dontch Datie,True
0034,01,False,True,False,True,False,False,False,True,False,False,False,False,1,False,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,True
0035,01,False,False,True,False,False,False,False,True,False,False,False,False,1,True,False,55 Cancri e,23.0,False,784.0,964.0,0.0,951.0,0.0,Luse Butte,False
0036,01,True,False,False,False,False,False,False,False,False,True,False,False,8,False,True,55 Cancri e,15.0,,0.0,492.0,48.0,20.0,401.0,Marina Leodger,False
0038,01,True,False,False,False,False,False,False,False,False,True,False,False,10,False,True,55 Cancri e,20.0,False,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,False
0039,01,True,False,False,True,False,False,False,False,False,False,True,False,1,True,False,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Jorgie Batthewitt,False
0041,01,True,False,False,True,False,False,False,False,False,False,True,False,2,True,False,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,True
0043,01,False,True,False,False,False,True,False,False,False,False,False,False,3,True,False,TRAPPIST-1e,45.0,False,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,False
0044,01,True,False,False,True,False,False,False,False,False,False,True,False,3,True,False,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False
0044,02,True,False,False,True,False,False,False,False,False,False,True,False,3,True,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True
0044,03,True,False,False,True,False,False,False,False,False,False,True,False,3,True,False,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True
0045,01,False,False,True,False,False,False,False,False,False,True,False,False,10,True,False,TRAPPIST-1e,21.0,False,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,False
0045,02,False,False,True,True,False,False,False,False,False,True,False,False,10,True,False,,19.0,False,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True
0050,01,True,False,False,False,False,False,False,False,True,False,False,False,1,False,True,55 Cancri e,35.0,False,790.0,0.0,0.0,7.0,0.0,Sony Lancis,False
0051,01,True,False,False,False,False,False,False,False,True,False,False,False,2,False,True,TRAPPIST-1e,56.0,False,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,False
0052,01,True,False,False,False,False,False,False,False,False,False,True,False,6,False,True,TRAPPIST-1e,,False,4.0,0.0,2.0,4683.0,0.0,Elaney Hubbarton,False
0053,01,True,False,False,False,False,False,False,False,False,True,False,False,11,False,True,TRAPPIST-1e,25.0,False,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,True
0056,01,False,True,False,False,True,False,False,False,False,False,False,False,1,False,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True
0056,02,False,True,False,True,True,False,False,False,False,False,False,False,1,False,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True
0056,03,False,True,False,False,True,False,False,False,False,False,False,False,1,False,True,TRAPPIST-1e,27.0,False,279.0,605.0,3374.0,286.0,3.0,Zinoces Tractive,True
0058,01,True,False,False,True,False,False,False,False,False,False,True,False,7,False,True,PSO J318.5-22,36.0,False,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False
0061,01,True,False,False,False,False,False,False,False,False,True,False,False,12,False,True,TRAPPIST-1e,22.0,False,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,False
0062,01,True,False,False,False,False,False,False,False,False,True,False,False,13,False,True,TRAPPIST-1e,62.0,False,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,False
0064,01,False,False,True,True,False,False,False,False,False,True,False,False,14,False,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,,True
0064,02,True,False,False,True,False,False,False,False,True,False,False,False,3,False,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True
0066,01,True,False,False,False,False,False,False,False,False,False,True,False,6,True,False,TRAPPIST-1e,62.0,False,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,False
0067,01,True,False,False,True,False,False,False,False,False,False,True,False,10,False,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True
0067,02,True,False,False,False,False,False,False,False,False,False,True,False,10,False,True,TRAPPIST-1e,18.0,False,1.0,258.0,446.0,0.0,0.0,Celine Leeves,True
0067,03,True,False,False,False,False,False,False,False,False,True,False,False,15,False,True,55 Cancri e,21.0,False,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,False
0068,01,False,False,True,False,False,False,False,False,True,False,False,False,4,False,True,TRAPPIST-1e,,False,793.0,0.0,2.0,253.0,0.0,Cinst Binie,False
0069,01,True,False,False,False,False,False,False,False,False,True,False,False,16,False,True,TRAPPIST-1e,42.0,False,887.0,0.0,9.0,6.0,0.0,,True
0070,01,True,False,False,False,False,False,False,False,False,True,False,False,13,True,False,TRAPPIST-1e,19.0,False,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False
0071,01,True,False,False,False,False,False,False,False,False,True,False,False,14,True,False,TRAPPIST-1e,17.0,False,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False
0072,01,True,False,False,False,False,False,False,False,False,True,False,False,17,False,True,TRAPPIST-1e,14.0,False,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False
0073,01,False,False,True,False,False,False,False,True,False,False,False,False,3,True,False,PSO J318.5-22,37.0,False,46.0,83.0,738.0,0.0,12.0,Gorn Make,False
0074,01,False,True,False,False,False,False,True,False,False,False,False,False,3,False,True,TRAPPIST-1e,42.0,False,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True
0076,01,False,False,True,False,False,False,False,False,False,True,False,False,18,False,True,TRAPPIST-1e,27.0,False,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True
0077,01,False,False,True,False,False,False,False,False,False,True,False,False,15,True,False,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True
0078,01,False,True,False,False,False,False,True,False,False,False,False,False,4,False,True,TRAPPIST-1e,38.0,False,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False
0081,01,True,False,False,True,False,False,False,False,False,False,True,False,13,False,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False
0082,01,False,False,True,False,False,False,False,False,False,True,False,False,16,True,False,TRAPPIST-1e,42.0,False,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False
0082,02,False,False,True,True,False,False,False,False,False,True,False,False,16,True,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True
0082,03,False,False,True,False,False,False,False,False,False,True,False,False,16,True,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,,True
0084,01,True,False,False,False,False,False,False,False,False,False,True,False,14,False,True,TRAPPIST-1e,24.0,False,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True
0085,01,False,True,False,True,False,False,True,False,False,False,False,False,5,False,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True
0086,01,True,False,False,False,False,False,False,False,False,True,False,False,17,True,False,TRAPPIST-1e,43.0,False,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False
0088,01,False,False,True,True,False,False,False,False,True,False,False,False,5,False,True,PSO J318.5-22,45.0,False,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True
0090,01,True,False,False,True,False,False,False,False,False,False,True,False,15,False,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True
0091,01,True,False,False,True,False,False,False,False,False,False,True,False,16,False,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True
0091,02,True,False,False,False,False,False,False,False,False,True,False,False,20,False,True,TRAPPIST-1e,27.0,False,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,False
0092,01,True,False,False,False,False,False,False,False,False,False,True,False,9,True,False,TRAPPIST-1e,19.0,False,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,False
0092,02,True,False,False,True,False,False,False,False,False,False,True,False,9,True,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True
0092,03,True,False,False,True,False,False,False,False,False,False,True,False,9,True,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True
0097,01,False,True,False,False,True,False,False,False,False,False,False,False,2,False,True,TRAPPIST-1e,54.0,False,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,False
0098,01,True,False,False,False,False,False,False,False,False,False,True,False,11,True,False,TRAPPIST-1e,26.0,False,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,False
0098,02,True,False,False,False,False,False,False,False,False,False,True,False,11,True,False,TRAPPIST-1e,26.0,False,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,True
0099,01,True,False,False,False,False,False,False,False,False,True,False,False,19,True,False,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,False
0099,02,True,False,False,True,False,False,False,False,False,False,True,False,12,True,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True
0101,01,False,False,True,True,False,False,False,False,False,True,False,False,82,False,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Book Trad,True
0102,01,True,False,False,False,False,False,False,False,False,True,False,False,23,False,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,830.0,91.0,Ritany Holson,False
0103,01,True,False,False,False,False,False,False,False,False,True,False,False,24,False,True,TRAPPIST-1e,24.0,False,0.0,5.0,0.0,0.0,17.0,Arlen Mclainez,True
0103,02,True,False,False,True,False,False,False,False,False,False,True,False,18,False,True,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True
0103,03,True,False,False,True,False,False,False,False,False,False,True,False,18,False,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False
0105,01,True,False,False,True,False,False,False,False,False,True,False,False,21,True,False,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,False
0107,01,False,False,True,False,False,False,False,True,False,False,False,False,2,False,True,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,False
0108,01,True,False,False,True,False,False,False,False,False,False,True,False,19,False,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False
0108,02,True,False,False,False,False,False,False,False,False,False,True,False,19,False,True,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,,False
0108,03,True,False,False,False,False,False,False,False,False,False,True,False,19,False,True,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True
0110,01,False,True,False,False,False,False,False,False,False,True,False,False,82,False,True,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,False
0110,02,False,True,False,True,False,True,False,False,False,False,False,False,5,True,False,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,False
0110,03,False,True,False,False,False,True,False,False,False,False,False,False,5,True,False,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,True
0110,04,False,True,False,True,False,True,False,False,False,False,False,False,5,True,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True
0111,01,False,True,False,True,False,False,False,False,True,False,False,False,6,False,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True
0112,01,False,True,False,False,False,True,False,False,False,False,False,False,1,False,True,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,True
0113,01,True,False,False,False,False,False,False,False,False,True,False,False,23,True,False,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,Idary Carvis,True
0114,01,True,False,False,False,False,False,False,False,False,False,True,False,20,False,True,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,False
0115,01,False,False,True,True,False,False,False,False,False,True,False,False,24,True,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Rohs Pead,True
0116,01,False,True,False,False,False,False,False,True,False,False,False,False,4,True,False,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,True
0119,01,True,False,False,False,True,False,False,False,False,False,False,False,0,True,False,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,Batan Coning,False
0119,02,False,True,False,True,True,False,False,False,False,False,False,False,0,True,False,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True
0120,01,False,False,True,True,False,False,False,False,False,True,False,False,25,True,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True
0122,01,True,False,False,False,False,False,False,False,False,False,True,False,21,False,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,False
0123,01,True,False,False,False,False,False,False,False,False,True,False,False,27,True,False,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,Iree Fielson,False
0126,01,False,False,True,True,False,False,False,False,False,True,False,False,27,False,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,Milly Mish,True
0127,01,False,False,True,False,False,False,False,False,True,False,False,False,7,False,True,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,False
0128,01,False,False,True,False,False,False,False,True,False,False,False,False,3,False,True,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,False
0128,02,False,False,True,False,False,False,False,False,True,False,False,False,8,False,True,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,Barave Fles,False
0129,01,True,False,False,True,False,False,False,False,False,False,True,False,22,False,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,Race Fowles,True
0133,01,False,False,True,True,False,False,False,False,False,True,False,False,29,False,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True
0133,02,False,False,True,False,False,False,False,True,False,False,False,False,5,False,True,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,False
0134,01,True,False,False,False,False,False,False,False,False,False,True,False,17,True,False,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,True
0136,01,True,False,False,False,False,False,False,False,False,False,True,False,23,False,True,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,,False
0138,01,True,False,False,True,False,False,False,False,False,False,True,False,18,True,False,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True
0138,02,True,False,False,False,False,False,False,False,True,False,False,False,5,True,False,,34.0,False,0.0,22.0,0.0,564.0,207.0,Monah Gambs,False
0139,01,False,True,False,True,False,False,True,False,False,False,False,False,6,False,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Charda Myling,True
0140,01,True,False,False,True,False,False,False,False,False,False,True,False,19,True,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True
0140,02,True,False,False,False,False,False,False,False,False,True,False,False,29,True,False,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,False
0141,01,False,False,True,False,False,False,False,False,False,True,False,False,30,True,False,TRAPPIST-1e,31.0,False,3.0,0.0,97.0,0.0,0.0,Pyrohs Harte,False
0144,01,True,False,False,False,False,False,False,False,False,True,False,False,31,False,True,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,True
0146,01,True,False,False,False,False,False,False,False,False,False,True,False,25,False,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False
0147,01,True,False,False,True,False,False,False,False,False,False,True,False,26,False,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True
0148,01,False,False,True,False,False,False,False,False,False,True,False,False,31,True,False,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,Corsh Pashe,False
0149,01,True,False,False,True,False,False,False,False,False,False,True,False,27,False,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True
0151,01,True,False,False,True,False,False,False,False,False,False,True,False,20,True,False,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False
0152,01,True,False,False,False,False,False,False,False,False,True,False,False,32,True,False,,41.0,False,0.0,0.0,0.0,0.0,607.0,Andan Estron,False
0160,01,True,False,False,False,False,False,False,False,False,False,True,False,22,True,False,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,False
0163,01,False,True,False,True,False,True,False,False,False,False,False,False,8,True,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True
0163,02,False,True,False,True,False,True,False,False,False,False,False,False,8,True,False,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True
0164,01,True,False,False,False,False,False,False,False,False,False,True,False,28,False,True,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,7.0,135.0,Fany Hutchinton,True
0164,02,True,False,False,True,False,False,False,False,False,False,True,False,28,False,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False
0165,01,False,False,True,True,False,False,False,False,False,True,False,False,37,True,False,TRAPPIST-1e,35.0,,0.0,0.0,0.0,0.0,0.0,Graven Anche,True
0167,01,False,False,True,True,False,False,False,False,False,True,False,False,35,False,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True
0167,02,False,False,True,False,False,False,False,False,False,True,False,False,35,False,True,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,Rios Floaf,False
0169,01,True,False,False,True,False,False,False,False,False,False,True,False,23,True,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False
0170,01,True,False,False,False,False,False,False,False,True,False,False,False,10,False,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,Mollie Mcmahoney,False
0171,01,True,False,False,True,False,False,False,False,False,False,True,False,30,False,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True
0172,01,True,False,False,True,False,False,False,False,False,False,True,False,24,True,False,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True
0173,01,True,False,False,True,False,False,False,False,True,False,False,False,11,False,True,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,Hilip Grifford,True
0174,01,True,False,False,False,False,False,False,False,False,True,False,False,38,True,False,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,Doryn Lambles,False
0177,01,False,True,False,False,False,True,False,False,False,False,False,False,2,False,True,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,Toperon Iniouser,False
0178,01,False,False,True,False,False,False,False,True,False,False,False,False,6,False,True,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,Wees Knik,False
0179,01,True,False,False,False,False,False,False,False,False,False,True,False,26,True,False,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,Elaney Webstephrey,True
0179,02,True,False,False,False,False,False,False,False,False,False,True,False,26,True,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False
0179,03,True,False,False,False,False,False,False,False,False,False,True,False,26,True,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True
0181,01,True,False,False,False,False,False,False,False,False,False,True,False,27,True,False,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,Nancis Brighttt,False
0182,01,False,True,False,True,False,False,True,False,False,False,False,False,3,True,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True
0183,01,True,False,False,False,False,False,False,False,False,True,False,False,36,False,True,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,Stany Weaves,True
0186,01,True,False,False,False,False,False,False,False,False,False,True,False,28,True,False,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,Camiet Shephendry,False
0188,01,True,False,False,True,False,False,False,False,False,False,True,False,31,False,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Branda Romez,True
